1.0005,1.0135,1.0000
1.0011,1.0270,1.0000
1.0017,1.0406,1.0000
1.0024,1.0541,1.0000
1.0032,1.0676,1.0001
1.0040,1.0812,1.0001
1.0049,1.0948,1.0001
1.0058,1.1083,1.0002
1.0068,1.1219,1.0003
1.0079,1.1355,1.0003
1.0091,1.1492,1.0004
1.0103,1.1628,1.0005
1.0115,1.1764,1.0006
1.0129,1.1901,1.0006
1.0143,1.2038,1.0007
1.0157,1.2175,1.0009
1.0172,1.2312,1.0010
1.0188,1.2450,1.0011
1.0204,1.2587,1.0012
1.0222,1.2725,1.0014
1.0239,1.2863,1.0015
1.0257,1.3002,1.0017
1.0276,1.3140,1.0018
1.0296,1.3279,1.0020
1.0316,1.3418,1.0022
1.0337,1.3558,1.0024
1.0358,1.3697,1.0026
1.0380,1.3837,1.0028
1.0402,1.3978,1.0030
1.0425,1.4118,1.0032
1.0449,1.4259,1.0035
1.0473,1.4400,1.0037
1.0498,1.4542,1.0040
1.0524,1.4683,1.0042
1.0550,1.4826,1.0045
1.0576,1.4968,1.0048
1.0604,1.5111,1.0051
1.0632,1.5254,1.0054
1.0660,1.5398,1.0057
1.0689,1.5542,1.0060
1.0719,1.5686,1.0063
1.0749,1.5831,1.0067
1.0780,1.5976,1.0070
1.0811,1.6122,1.0074
1.0843,1.6268,1.0077
1.0876,1.6415,1.0081
1.0909,1.6561,1.0085
1.0943,1.6709,1.0089
1.0977,1.6857,1.0093
1.1012,1.7005,1.0097
1.1047,1.7154,1.0102
1.1083,1.7303,1.0106
1.1120,1.7453,1.0111
1.1157,1.7603,1.0115
1.1195,1.7754,1.0120
1.1234,1.7905,1.0125
1.1273,1.8056,1.0130
1.1312,1.8209,1.0135
1.1352,1.8362,1.0140
1.1393,1.8515,1.0146
1.1434,1.8669,1.0151
1.1476,1.8823,1.0157
1.1519,1.8978,1.0162
1.1562,1.9134,1.0168
1.1606,1.9290,1.0174
1.1650,1.9447,1.0180
1.1695,1.9604,1.0187
1.1740,1.9762,1.0193
1.1786,1.9920,1.0199
1.1833,2.0079,1.0206
1.1880,2.0239,1.0213
1.1928,2.0400,1.0220
1.1976,2.0561,1.0227
1.2025,2.0722,1.0234
1.2075,2.0885,1.0241
1.2125,2.1048,1.0249
1.2176,2.1211,1.0256
1.2227,2.1376,1.0264
1.2279,2.1541,1.0272
1.2331,2.1707,1.0280
1.2384,2.1873,1.0289
1.2438,2.2040,1.0297
1.2492,2.2208,1.0306
1.2547,2.2377,1.0314
1.2603,2.2546,1.0323
1.2659,2.2716,1.0332
1.2715,2.2887,1.0341
1.2773,2.3059,1.0351
1.2830,2.3231,1.0360
1.2889,2.3404,1.0370
1.2948,2.3578,1.0380
1.3008,2.3753,1.0390
1.3068,2.3928,1.0400
1.3129,2.4105,1.0411
1.3190,2.4282,1.0421
1.3252,2.4460,1.0432
1.3315,2.4638,1.0443
1.3379,2.4818,1.0454
1.3442,2.4999,1.0466
1.3507,2.5180,1.0477
1.3572,2.5362,1.0489
1.3638,2.5545,1.0501
1.3704,2.5729,1.0513
1.3771,2.5914,1.0526
1.3839,2.6100,1.0538
1.3907,2.6286,1.0551
1.3976,2.6474,1.0564
1.4046,2.6662,1.0577
1.4116,2.6852,1.0591
1.4187,2.7042,1.0604
1.4258,2.7233,1.0618
1.4330,2.7425,1.0632
1.4403,2.7619,1.0647
1.4476,2.7813,1.0661
1.4550,2.8008,1.0676
1.4625,2.8204,1.0691
1.4700,2.8401,1.0706
1.4776,2.8599,1.0722
1.4853,2.8798,1.0738
1.4930,2.8999,1.0754
1.5008,2.9200,1.0770
1.5086,2.9402,1.0787
1.5166,2.9605,1.0803
1.5245,2.9810,1.0820
1.5326,3.0015,1.0838
1.5407,3.0221,1.0855
1.5489,3.0429,1.0873
1.5572,3.0637,1.0891
1.5655,3.0847,1.0910
1.5739,3.1058,1.0928
1.5823,3.1270,1.0947
1.5908,3.1483,1.0967
1.5994,3.1697,1.0986
1.6081,3.1913,1.1006
1.6168,3.2129,1.1026
1.6256,3.2347,1.1047
1.6345,3.2565,1.1068
1.6434,3.2785,1.1089
1.6524,3.3007,1.1110
1.6615,3.3229,1.1132
1.6706,3.3453,1.1154
1.6799,3.3677,1.1176
1.6891,3.3903,1.1199
1.6985,3.4131,1.1222
1.7079,3.4359,1.1245
1.7174,3.4589,1.1269
1.7270,3.4820,1.1293
1.7367,3.5052,1.1318
1.7464,3.5286,1.1342
